source_sentence ,target_sentence
"Pero no tienen nada que ver con preguntas necias, y listas de generaciones, y peleas y discusiones sobre la ley; porque no tienen ganancia y son insensatos.","Xín tejñi yëjë ni cjuavisiajmi xi hacuiin machjirëhë; xín tejñi cjuavisiajmi tsëhë ñihi rë yëjë xutachanga rë xingu xingu me; xín tejñi yëjë ni cjuavisiajmi tsëhë xuta xi cjan cojo xicjin; xín tejñi yëjë ni cjuavixcan tsëhë ley rë Moisés. Yëjë ni cjuavisiajmi vëhë ne, machjiriin hacuaha tu mahya cuisiajme."
"Un hombre cuyas opiniones no son las de la iglesia, después de una primera y segunda protesta, debe mantenerse fuera de la iglesia;","Ngu xuta xi vaxë me ngu ngu xuta tsëhë ngajñi rë xuta yungun xi cjue ladu rë me ne, tinojetehe rë me ngu ndiya o hisca jo ndiya. Xi cjuë vëhë ne, hindë xicachasiin tsëhë me,"
"Claramente él está en error y es un pecador, siendo juzgado por sí mismo.","tsëhë xi ngaye ne, ha hye xi ngu xuta xi cuatjin sahmi ne, jiya me ngu ndiya xi xín cjui, hacuaha sahmi me cjuatsehen. Hane cjuatsehen rë me jan ne, vëhë tsingacun xi cuaaintjin xi sahmi me."
"Cuando te envíe Artemas o Tíquico, haz lo mejor que puedas para venir a verme a Nicópolis; porque mi propósito es estar allí durante el invierno.","Hya xi tsingátju Artemas o sa Tíquico xi cjuetjengui ri ne, nihñi ngujyë xi cuindove tjengui ná ngajan Nicópolis, tsëhë xi tuxa ngajan cavejñángucácun xi tsingátju chan hnchan."
"Envía a Zenas, el hombre de la ley, y a Apolos en su viaje con todo cuidado, para que no necesiten nada.","Tisecuee rë Zenas, me xi abogado me, cojo Apolos ne, catjindujú me cojo ndiya rë me, hane chjehecuende xi tsajin mé tsichaja rë me ndiya."
"Y que nuestro pueblo continúe con buenas obras para los fines necesarios, para que no queden sin fruto.","Hacuaha meje rë xi xuta naja ne, cuma rë me hacutjin sahmi me cjuandaja, cojo sa xi cuisecoo me ngajñi rë ngu cjuachaja xi jercu sahmi ngujyë. Meje rë xi cuengui chjí rë me cojo ngasunhndë rë me."
Todos los que están conmigo te envían saludos. Saludos a nuestros amigos que nos aman en la fe. La gracia sea con todos ustedes. Amén.,"Yëjë ni me xi siutahá cojo ná ne, tsingatju me ngu nina riji. Hacuaha tehe rë xuta xi hmucacun me ngayaan ngatsë rë xi tjin tangun cjuatacun naja cojo Jesucristu ngu nina. Nina ne, catisua nuju me cjuandaja ngayujun ni. Cuatjin jain."
Filemón.,Carta xi Catsingatju San Pablo tsëhë Filemón.
"Pablo, prisionero de Jesucristo, y Timoteo nuestro hermano, a Filemón, nuestro querido ayudante en la fe,","Ngahan Pablo, xi tejñaya ndavaya ngatsë rë xi sahme xa rë Jesucristu ne, tsihindu cojo Timoteo xingueen xujun vihi xi ningatjin nuju ngayun Filemón, ngayun xi jemu hmutacuin nuju, ngayun xi visecun niji xcun xa xi nechantahan."
"Y a Apia, nuestra hermana, y a Arquipo, nuestro hermano en el ejército de Dios, y a la iglesia en tu casa.","Hacuaha ningatjin nuju xujun vihi ngayun Apia, ngayun xi hacuaha xinguin nuju, cojo ngayun Arquipo, ngayun xi tangun canihña cojo nuju ngahñu ngatsë rë cjua rë Nina, cojo ngayujun sa xuta ladu rë Nina xi ma tangun ngayun ngajan ndava me vëhë."
Gracia y paz a ustedes de parte de Dios nuestro Padre y del Señor Jesucristo.,"Nina Nahmi naja cojo Nai naja Jesucristu ne, catisua nuju me cjuandaja cjuajeya."
"Alabaré a Dios en todo tiempo y oraré por ti,","Ngayun Filemón, hya xi veyanangë nuju ngajñi rë oración naha xi tisahme ne, nchunchujun ni ne, suá nacuechji rë Nina naha ta,"
Escuchando el amor y la fe que tienes para el Señor Jesús y para todos los santos,tsëhë xi tivechutaha ná cjua xi jemu tjin nuju cjuahmutacun cojo yëjë xuta ladu rë Nina hacuaha jemu tjin ngu tacún cojo Nai naja Jesús.
"Para que la fe que tienes en común con ellos obre con poder, en el conocimiento de todo lo bueno que hay en ti, para Cristo.","Hacuaha féhya rë Nina xi ngayun xi mangutacun cojo Nai naja sacuatjin niji ngayin ne, catuxaha sa me cjuatacun nuju xi cuijnercun yëjë ni cjuandaja xi tjin naja ngatsë rë xi tjin tangun cjuatacun naja cojo Jesucristu."
"Porque tuve gran gozo y consuelo en tu amor, porque los corazones de los santos se han fortalecido por medio de ti, hermano.","Jemu ndama ná, tai, hacuaha jemu sacu ná cjuetacun ngatsë rë cjuahmutacun xi tjin nuju ta, tsëhë xi ngatsë nuju ne, casacu rë xahasen rë xuta ladu rë Nina cjuetacun."
"Y así, aunque podría, en nombre de Cristo, darte órdenes de hacer lo correcto,","Vëhë xi handasa tsacjun xi cuitéxa nuju mé xi ndatjin nihñu tsëhë xi tjin tangun cjuatacun naha cojo Jesucristu ne,"
"Aún así, por amor, en lugar de una orden, te hago una petición, yo, Pablo, un anciano y ahora un prisionero de Cristo Jesús.","peru hitsë sa chuya ná xi cjuéhya nuju tsëhë xi ngajñi naja ne, jiya vasen xi hmí cjuahmutacun. Ngahan, Pablo ne, jemu changá ngahan hacuaha tejñaya ndavaya quihndë ngatsë rë xi sahme xa rë Jesucristu ne,"
"Mi petición es para mi hijo Onésimo, el hijo de mis cadenas,","tiféhya nuju ngu cjuandaja xi cuma rë cha Onésimo, cha xi sacuaha quihndi naha tsëhë xi camá cafaha cha cjuandajyihi xi chja tsëhë Jesucristu xi casuá rë cha nguehe ndavaya."
"Que en el pasado no te servía de nada, pero que ahora te beneficia a ti y a mí:","Handasa camachjiriin nuju cha mosu hndixahan nuju cha Onésimo hatsëë nixtin jan ne, peru quihndë ne, hisca ngayun hisca ngahan ne, jemu machjirëhë naja cha."
"A quien he enviado a ti, tu, pues, recíbele como a mi mismo:","Quihndë ne, titsingátju nga nuju cha, hane meje ná xi chjuhunntsun cha sacuaha xi ngahan suva xi chjuhunntsun ná."
"Aunque mi deseo era mantenerlo conmigo, ser mi siervo en las cadenas de las buenas nuevas, en tu lugar:","Hacuaha meje ná xi cuejña cha cojo ná, cojo sa xi cjuahacuenda ná cha ngojo nuju jinguyëjë rë xi tejñaya ndavaya ngatsë rë cjuandajyihi xi chja tsëhë Jesucristu."
"Pero sin tu aprobación no haría nada; para que tus buenas obras no sean forzadas, sino hechas libremente desde tu corazón.","Peru mijí sahme tu mé ni hya xi chaja sa cuinújun mé xi ndatjin xi sahme. Cuatjin ta, tsëhë xi meje ná xi cjuandaja xi nihñu ne, hacuiin cojo cjuachan ta suvá cojo cjuasua nuju."
"Porque es posible que por esta razón él se separó de ti por un tiempo, para que puedas recibirlo para siempre;","Cavetjuxin rë xuma quihndi tsujun ngujo nixtin cojo sa xi quihndë xi cuya cha ne, cuejñacahndë nga cha cojo nuju yëjë ni nu yëjë ni nixtin."
"Ya no como siervo, sino más que como siervo, como hermano, muy querido para mí especialmente, pero mucho más para ti, tanto en la carne como en el Señor.","Peru ha quihndë hacuiin sacuaha ngu mosu hndixahan nuju cha xi cuejña cha cojo nuju ta sacuaha ngu xuta xi jemu vengui sa chjí rë me, sacuaha ngu xingun xi jercu hmutacún. Ngahan ne, jercu hmú cacún cha, hacuaha ngayun ne, hitsë sa ndaja hmutacún cha, hacuiin suvá sacuaha ngu xuta ni ta sacuaha ngu xuta ladu rë Nai naja."
"Si luego me llevas a ser tu amigo y hermano, acéptalo como a mí mismo.","Quihndë ne, ngayun Filemón ne, ngatsë rë xi ha hyun ta ngayaan ne, tangun ni mangutacun cojo Jesucristu ne, vëhë xi quihndë ne, chjuhunntsun cha sacuaha xi chjuhunntsun ná ngahan."
"Si él te ha hecho algo malo o está en deuda contigo por algo, póngalo en mi cuenta.","Hane sa xi mé choho casahmi cha cojo nuju, o sa xi quitjen cha tsujun ne, vëhë ne, tejñu ladu naha."
"Yo, Pablo, escribiéndolo yo mismo, te digo: te pagaré; y no te digo que estás en deuda conmigo, por tu propia vida.","Ngahan Pablo ne, cojo letra naha suva titsihindu cjua vihi; ngahan cuejñángojo vëhë. Mijí tsinguitsjén nuju xi ngayun ne, jemu quitjun camahani tsahan, tsëhë xi casuá camachaya nuju cjuandajyihi xi chja tsëhë Jesucristu."
"Así que hermano, como cristiano se generoso conmigo en él Señor: consuela mi corazón en Cristo.","Quihndë tai ne, tisecun ná hitsë ta ngayaan ne, tjin tangun cjuatacun naja cojo Nai naja; tuhun hitsë cjuetacun xahasen naha ta ngayaan ne, tjin tangun cjuatacun naja cojo Jesucristu."
"Estoy seguro de que harás mi deseo, te escribo, sabiendo que harás incluso más de lo que digo.","Cuitjin tsihindu nuju ta, tsëhë xi tjin ngu cácun cojo nuju ta cuinuhyun tsahan, hacuaha hvë ta hisca quisun sa nihñu tsëhë cjua xi chjá cojo nuju."
Y prepárame una habitación  porque espero que a través de sus oraciones pueda venir a ustedes.,"Hacuaha tuhunndujun ngu cahndë́ hiscan xi cuitejña ta, ngahan ne, vetahácacun xi Nina ne, sua me cahndë́ cjuë́tjëngë nga nuju ngatsë rë xi cuatjin chjahyun rë me."
"Epafras, mi hermano, prisionero en Cristo Jesús, te envía saludos;","Epafras, me xi hacuaha jiya ndavaya cojo ná ngatsë rë xi sahmi me xa rë Jesucristu ne, hacuaha tsingatju me ngu nina tsujun ngayun Filemón."
"Y también Marcos, Aristarco, Demas y Lucas, mis hermanos trabajadores.","Hacuanitjin ni Marcos, Aristarco, Demas, cojo Lucas, me xi cuacun tangun sahmi xa cojo ná ne, hacuaha tsingatju me ngu nina tsujun."
La gracia de nuestro Señor Jesucristo sea derramada sobre ustedes. Amen.,Catisehen cjuandaja rë Nai naja Jesucristu cahntsua xahasen nuju ngayujun ni. Cuatjin jain.
Hebreos.,Xujun xi camahindu xi cjuahatsja xuta xi visiajmi Hebreo.
"En tiempos pasados la palabra de Dios vino a nuestros padres por medio de los profetas, en diferentes partes y de diferentes maneras;","Nixtin titjun ne, jemu cjín ndiya hacuaha jemu cjín chuva rë xi casua Nina camachaya rë xutachanga naja ngu cjua hya xi catsingatju me cjua cojo profeta rë me."
"Pero ahora, al final de estos días, nos ha llegado a través de su Hijo, a quien ha dado todas las cosas por herencia, y por medio de quien hizo el universo;","Peru quihndë nixtin vihi ne, casua me camachaya naja hya xi catsingatju me cjua cojo Quihndi rë me. Hane me vëhë xi cachja Nina xi cuma Nai rë yëjë ni xcusun xi tjin ngasunhndë, hacuaha casuaxa Nina Quihndi rë me jan xi me vëhë casahmi me ngasunhndë."
"Quien, siendo el resplandor de su gloria, la verdadera imagen de su sustancia, apoyando todas las cosas por la palabra de su poder, habiéndose entregado a sí mismo como una ofrenda para libertad de nuestros pecados, se sentó a la diestra de Dios en el cielo;","Hacuaha sacuatjin jemu jyë hnga Nina cojo hasen ndajyihi rë me ne, cuatjin jyë hnga Quihndi rë me cojo hasen rë. Hacuaha sacuajyihi suvá Nina ne, cuajyihi camahani Quihndi rë me. Hacuaha Quihndi rë Nina jan ne, yahangui me yëjë ni xcusun xi tjin ngasunhndë cojo cjua rë me xi jemu hñu ngahñu rë. Hane xi cafë catsityjahi me xuta tsëhë jyë́ rë ne, sehe quiji me ngahnga, cavejña me taha ladu quixi tsëhë Nina."
"Convertido en superior que los ángeles, y que por herencia obtuvo nombre más excelente que el de ellos.","Hacuaha tu tjin xi hitsë sa jemu ndajyihi xa xi casacu rë Quihndi rë Nina xi cumá rë xa xi casacu rë ángel ne, hacuanitjin ni cavechutaha me xi hitsë sa jemu camatitjun me tsëhë ángel xi cuacun jan, hya xi quiji cavejña me cojo Nina."
"¿A cuál de los ángeles dijo Dios en algún momento, Tú eres mi Hijo, hoy te he engendrado? o, seré su padre, y él será mi hijo?","Hisca xi ngu ángel ne, cachjaain Nina cojo cjua vihi, sacuatjin cachja me cojo Quihndi rë me: Ngaye xi quihndi naha ngaye; hacuaha quihndë casuáxa ri. Cuatjin cachja me. Hacuaha cachjaain me tsëhë ngu ángel cuitjin: Ngahan cumá ngahan nahmi rë cha, hane cha vëhë ne, cumá cha quihndi naha. Cachjaain me cuatjin cojo ángel."
"Y nuevamente, cuando está enviando a su único Hijo al mundo, él dice: Dejen que todos los ángeles de Dios le den culto.","Hane ngu ndiya nga, hya xi tsingatju me Quihndi ngu rë me ngasunhndë ne, cuitjin chja me tsëhë Quihndi rë me: Yëjë ni ángel naha ne, catjaharcun rë me. Cuatjin cachja me."
"Y de los ángeles dice: El hace que sus ángeles, sean como vientos y sus siervos como llamas de fuego.","Hane xi tsëhë ángel rë me ne, cuitjin chja me: Ngahan sahme xi ángel naha ne, tangun xcusun rë cojo tjo, hane ángel xi fahacuenda xa naha ne, sahme xi tangun xcusun rë cojo ndihi. Cuatjin cachja me."
"Mas del Hijo dice: Tu asiento de poder, oh Dios, por los siglos de los siglos; y la vara de tu reino es vara de justicia.","Peru xi tsëhë Quihndi rë me ne, cuitjin chja me: Ngayun Nina, tsajin nu tsajin nixtin cuijnetaha gubiernu nuju, hacuaha gubiernu xi nihñu ne, hatuxa cjuaquixi."
"Has sido un amante de la justicia y un enemigo del mal; y así Dios, tu Dios, ha puesto el aceite de alegría en tu cabeza más que en la cabeza de aquellos que están contigo.","Canihmutacun cjuaquixi hane choho cahyun cjuatsehen; hane vëhë xi ngahan Nina nuju ne, cavaxejen nuju, hacuaha hitsë sa jyë cjuasua casuá nuju ngayun xi cuma rë xingun. Cuatjin cachja me."
"Tú, Señor, al principio pusiste la tierra sobre su base, y los cielos son obra de tus manos:","Hacuaha chja nga me cuitjin: Ngayun, Nai naha, ntsacu cavetsihin ne, ngayun canindujun nangui; hacuanitjin ni ngahnga, hacuaha ngayun canindujun."
Ellos llegarán a su fin  pero eres para siempre  envejecerán como una túnica,"Yëjë xcusun vëhë ne, cuechu nixtin xi cjuë, peru ngayun ne, tsajin nu tsajin nixtin xi cjuë ngayun. Hacuaha yëjë xcusun vëhë ne, cuma changá sacuatjin rë ngu tsjian xi chajá rë;"
"Ellos serán enrollados como un paño, como un manto, y serán cambiados; pero tú eres el mismo y tus años no tendrán fin.","hacuaha cuechu nixtin xi nijeyun xcusun xi cuacun vë sacuaha ngu tsjian tsjanga, hacuaha nindeyun sacuaha vindeya ngu tsjian xi chajá rë. Peru ngayun ne, hatuxa vindeyaain ngayun; hacuaha nixtin nuju ne, hatuxa cuijnitaain. Cuatjin cachja me."
"Pero, ¿de cuál de los ángeles ha dicho en algún momento: Toma asiento a mi derecha hasta que ponga a todos los que están contra ti bajo tus pies?","Hacuaha hisca ngu ángel ne, cachjaain Nina cojo rë cjua vihi, sacuatjin cachja me cojo Quihndi rë me: Tinechin nguehe ladu quixi naha, hisca hya xi yëjë ni xi sahmi ri condra ne, cuiyujú ngahan ngahma gubiernu riji."
"¿No son todos espíritus ayudadores, que son enviados como siervos a aquellos cuya herencia será la salvación?",Sacuaha ángel ne hacui hasen xi tsujyihiya tixa tsëhë Nina. Nina tsingatju me ángel xi cuacun vë xi fehe visecoo naja ngayaan xi cuetjuntjen tsëhë jyë́ naja.
Hebreos.,Hebreos.
"Por esta razón, hay una mayor necesidad de que prestemos atención a las cosas que han llegado a nuestros oídos, para que no nos apartemos del camino.","Vëhë xi meje rë xi hitsë sa ndaja cuetahanrcun cjuandajyihi xi cavisiñuju, cojo sa xi hacuiin tu hitsë tu hitsë ne, cuetjunxen tsëhë ndiya ndajyihi xi tivanguen."
"Porque si la palabra que vino a través de los ángeles fue firme, y en el pasado todo acto malvado contra las órdenes de Dios recibió su castigo completo;","Ta sacuaha ley rë Nina xi cachja ángel hatsëë nixtin ne, tjin jain rë ngahñu. Hane yëjë xuta xi casahmi cjuatsehen hacuaha cahndiin me tsëhë ley jan ne, camá me castigu sacuatjin xi mameje rë jyë́ rë me."
"¿Cómo, pues, escaparemos nosotros si descuidamos tan gran salvación? una salvación de la cual nuestros padres primero tuvieron conocimiento por medio de las palabras del Señor, y que nos fue confirmada por aquellos a quienes llegaron sus palabras;","Hacuaha ngayaan ne, cumaji cuatjuhnga ngayaan tsëhë castigu xi satë naja, sa xi chasen cjuandajyihi xi jercu tu ndajyihi camahani xi chja hacutjin cuetjuntjen. Cjuandajyihi vëhë ne, titjun Nai naja cachja me, hane xuta xi cahndë me cjua rë Nai naja ne, hacuanitjin ni cachja me cojo naja xi camá ngascan."
"Y Dios fue testigo con ellos, mediante señales y maravillas, y por poderes más que naturales, y por su distribución del Espíritu Santo a su placer.","Hacuaha Nina ne, cojo jemu cjín cjuarcun xi ña quijircun naja hisca carcun cachutsejen ne, casua me camachaya naja xi cjuandajyihi vëhë ne, cjuaquixi jain. Hacuaha hya xi casua naja Nina Hasen rë me sacuatjin cavejñangucacun me ne, cuatjin xi casua me camachaya naja xi cjuandajyihi vëhë ne, cjuaquixi jain."
"Porque no hizo gobernar a los ángeles sobre el mundo venidero, del cual estoy escribiendo.","Nina ne, cachjaain me xi ngahma gubiernu rë ángel cuejña ngasunhndë, hya xi cuinduva me sahmi me gubiernu ngasunhndë xi tinújan tsëhë vi."
"Pero cierto escritor ha dado su testimonio, diciendo: ¿Qué es el hombre para que lo tengas en mente? ¿Qué es el hijo del hombre, que lo tomas en cuenta?","Tjin ngu cahndë́ tsëhë xujun rë Nina xi cachja ngu xuta cojo Nina cuitjin: ¿Mé vengui chjí niji ngayin xuta, xi cuatjin ninguitsjun niji? ¿Mé vengui chji niji xi cuatjin chjuhuncuendun niji?"
"Lo hiciste un poco más bajo que los ángeles; le diste una corona de gloria y honor, y le hiciste gobernante sobre todas las obras de tus manos:","Ngayun ne, ngujo nixtin ne, hitsë sa caninguijnu niji xi cuma rë ángel, peru canihñu yehe canihñu hnga niji cojo cjuatacun niji hacuaha canihñu xi chjihinjendin;"
"Pones todas las cosas bajo sus pies. Porque al hacer al hombre el gobernante sobre todas las cosas, Dios no puso nada fuera de su autoridad; aunque ahora no vemos todo debajo de él.","yëjë ni xcusun xi tjin ngasunhndë ne, caviyujun ngahma gubiernu niji ngayin xuta. Cuatjin cachja ngu xuta cojo Nina. Hya xi cuatjin caviyuju Nina yëjë xcusun xi cuacun vë ngahma gubiernu rë xuta ne, yëjë ni caviyuju me, hisca ngu xcusun catsicanguiin me. Peru hisca quihndë ne, cjëë chan xi yëjë xcusun xi cuacun vë ne, cuiyuju ngahma gubiernu rë xuta."
"Pero nosotros vemos al que fue hecho un poco más bajo que los ángeles, a Jesús, coronado de gloria y honor, porque se dejó matar para que por la gracia de Dios sufriera la muerte por todos los hombres.","Peru xi hyan ne, Jesús, xi ngu jo nixtin ne, hitsë sa catsinguijne Nina me xi cumá rë ángel, peru quihndë ne, casahmi jyë casahmi hnga Nina me cojo hasen rë me hacuaha casahmi me xi Jesús ne, cjuahájenda me. Cuatjin casahmi Nina cojo rë me tsëhë xi jemu jyë cjuañihi cavatju me hya xi cahme me. Cuatjin camá cojo sa xi cojo cjuandaja rë Nina ne, Jesús cueya me ngatsë rë yëjë ni xuta."
"Porque era conveniente para aquel, por cuya causa son todas las cosas, y por quién todas las cosas subsisten, para guiar a sus hijos a la gloria, para completar el dolor del capitán de su salvación, Jesucristo.","Nina ne, casahmi me yëjë ni xcusun xi tjin, tsëhë xi cuatjin chuya rë me. Hacuaha meje rë me xi jemu cjín quihndi rë me xi cuma yehe cuma hnga cojo cjuatacun rë. Vëhë xi ndatjin xi sahmi Nina xi ngajñi rë cjuañihi xi cavatju Jesús, me xi vaxëtje naja ne, cuechutaha me yëjë ni hacutjin xi meje rë Nina xi cuechutaha me."
"Porque el que santifica y los santificados son todos de una sola familia; y por esta razón no es ninguna vergüenza para él darles el nombre de hermanos,","Me xi tiviyujuxin rë xuta xi cumá tsëhë Nina me cojo yëjë ni xuta xi tiviyujuxin ne, ngu ni nahmi rë me. Hane vëhë xi me xi Quihndi rë Nina ne, ma savaain rë me xi chja me xi xicjin me xuta xi cuacun jan,"
"Diciendo: Daré el conocimiento de tu nombre a mis hermanos, te haré un canto de alabanza delante de la iglesia.","sacuatjin chja me xcun xujun rë Nina xi chja me cuitjin: Suá cumachaya rë yëjë xingueen yo ngayun, hacuaha cuaxëndaja nuju së́ tsujun ngajñi rë me hiscan xi matangun me. Cuatjin cachja Quihndi rë Nina."
"Y otra vez él dice: Pondré mi confianza en él. Y otra vez: Mira, yo estoy aquí, y los hijos que Dios me ha dado.",Hacuaha chja nga me cuitjin: Hacuaha ngayun xi cumangu cácun cojo nuju. Cuatjin cachja nga me. Chja nga me cuitjin: Nguehe cuajyihi ngahan cojo yëjë quihndi nuju xi catuhun ná. Cuatjin cachja me.
"Y como los hijos son de carne y hueso, él mismo tomó un cuerpo y se hizo como ellos; para que con su muerte pudiera poner fin al que tenía el poder de la muerte, es decir, el Maligno;","Tsëhë xi ngayaan quihndi rë Nina ne, tjin jni tjin yojo naja ne, vëhë xi Jesús ne, hacuaha casacu rë me jni casacu rë me yojo rë me, cojo sa xi ngatsë rë cjuaveya rë me ne, cjuahataha me ngahñu rë xitsehen xi matitjun xi vitexa rë cjuaveya."
"Y que aquellos que todas sus vidas estuvieron encadenados por temor a la muerte, sean libres.","Hacuaha ngatsë rë cjuaveya rë me ne, ma sahmi ndaya naja me ngayejen ni xuta xi rcun cjuaveya. Hane tsëhë xi cuatjin rcun cjuaveya ne, vëhë xi sacuaha xi cjuaveya ne, cavitexa naja xcun cjuahñu naja."
"Porque, verdaderamente, él no toma la vida de los ángeles, sino la de la simiente de Abraham.","Ha cjuaquixi ta hacuiin canduva me xi cuisecoo me ángel ta xi canduva me ne, tsëhë xi cuisecoo naja me ngayaan xuta tjë rë Abraham."
"Debido a esto, era necesario que se hiciera semejante a sus hermanos en todos los aspectos, para que fuera un sumo sacerdote delante de Dios fiel y lleno de misericordia para obtener el perdón de los pecados, haciendo ofrenda por los pecados del pueblo.","Hane ngatsë rë vëhë xi casahmi ngujyë xi camá me sacuaha ngayaan cojo ngayëjë ni chuva rë sacuatjin cun ngayaan xicjin me, cojo sa xi hacuaha cuma me ngu nahmi xi matitjun xi tjin rë me cjuayumatacun, hacuaha jemu ndaja sahmichihin me xa rë Nina, hacuaha cojo sa xi cuechjitje me jyë́ naja."
"Por haber sido puesto a prueba por sí mismo, puede ayudar a otros cuando se someten a la prueba.","Hane tsëhë xi cuatjin suvá Jesús cavatju me cjuañihi hya xi cafahachuva xitsehen me ne, vëhë xi quihndë ne, hacuaha cuma cuisecoo naja me ngayaan hya xi tifahachuva naja xitsehen."
Hebreos.,Hebreos.
"Por esta razón, hermanos santos, llamados por Dios para tener una parte en el cielo, piensen en Jesús, el representante y sumo sacerdote de nuestra fe;","Ngayujun ni xuta ladu rë Nina xi cavaxijin nuju me xi cuma tsëhë me ngayun ne, cuisiajme hitsë tsëhë Jesús, me xi catsingatju Nina xi sua cumachaya naja tsëhë cjuachacun xi nújan xi macjain naja, me xi hacuaha má nahmi xi matitjun tsëhë cjuachacun xi nújan xi macjain naja."
"El que fue fiel a Dios, que le dio su lugar, como lo hizo Moisés en toda su casa.","Jesús ne, jemu ndaja casahmichihin me yëjë hacutjin xi meje rë Nina xi casuaxa rë me, sacuatjin casahmi xutachanga naja Moisés hatsëë xi hacuaha jemu ndaja casahmichihin me xa xi cavisecoo me xuta rë Nina."
"Y era correcto que este hombre tuviera más honor que Moisés, así como el que construye una casa tiene más honor que la casa.","Jesús ne, vechú chuva rë xi hitsë sa cuma jyë cuma hnga me cojo hasen rë me xi cuma rë Moisés. Má sacuatjin rë ngu cha xi sahmi ngu ndihya, xi vechú chuva rë xi hitsë sa chjaharcun rë cha xi cuma rë ndihya xi casahmi cha jan ta,"
Porque cada casa tiene un constructor  pero el constructor de todas las cosas es Dios.,"tsëhë xi yëjë ni ndihya ne, tjin ngu xuta xi casahmi me, vëhë xi camá, peru me xi casahmi yëjë ni xcusun xi tjin ngasunhndë ne, hacui Nina."
"Y ciertamente Moisés guardó la fe como siervo en toda su casa, y como testigo de lo que se iba a decir más tarde;","Moisés ne, ngu xuta xi sahmi xa rë Nina ni má me, hane jemu ndaja chihin casahmi me xa xi casatëxa rë me ngajñi rë yëjë ni xuta rë Nina. Hane xa xi casahmi me jan ne, xi catsingasca rë me cjuatacun rë xuta tsëhë cjua xi cuichja Nina cuma ngascan."
"Pero Cristo como un hijo, sobre esta casa de Dios que somos nosotros, si mantenemos nuestros corazones fijos en la esperanza alegre y cierta hasta el final.","Peru Cristu ne, Quihndi rë Nina camahani má me, hane jemu ndaja chihin casahmi me cuidadu yëjë ni xuta rë Nina. Xuta xi cuacun vë ne, hacui ngayaan, sa xi hacuiin nismetacun cjuatacun xi rcun camahani hacuaha sa xi hacuiin nismetacun cjuasua xi tjin rë xahasen naja xi vetahan tacun Nina."
"Y así, como dice el Espíritu Santo: Hoy, si permites que su voz venga a tus oídos,","Vëhë xi meje rë xi cuetuhunrcun cjua xi chja Hasen rë Nina xi chja cuitjin: Sa xi cuisiñuju cjua xi chjá quihndë ne,"
"No seas duro de corazón, como cuando me hiciste enojar, en el día de la prueba en el desierto,",hacuiin nihñu taja tacún sacuatjin casahmi xuta hya xi cachjataha me Moisés hacuaha cafahachuva ná me ngajan hiscan jemu xín tsëhë nandya.
"Cuando tus padres me pusieron a prueba, y vieron mis obras durante cuarenta años.","Hane ngajan cafahachuva ná xutachanga nuju, handasa ha cavëë me yëjë cjuandaja xi casahme cahntsua yachan nu xi catsujyihiya me jan."
"Y causaron que me enojara con esta generación, y dije: En todo momento están extraviados en sus corazones, y no han querido conocer mis caminos;","Vëhë xi camacjan ná cojo yëjë xuta xi caviyuju nixtin hya, cuitjin cachjá tsëhë me: “Cjuatacun rë me ne, hatuxa hacjahi ndiya fi, hvíin me ndiya naha.” Cuatjin cachjá."
"Y enojado, hice un juramento, diciendo: No pueden venir a mi reposo.",Vëhë xi camacjan ná cojo rë me hane cachjá quixi xi tsajin nu tsajin nixtin xi cuisehen cjuahajenda tangun me cojo ná. Cuatjin cachja Hasen rë Nina.
"Hermanos míos, tengan cuidado de que no haya en ninguno de ustedes, por casualidad, un corazón malvado sin fe, apartándose del Dios viviente:","Nechun cuidadu, ngayujun ni, cojo sa xi tsajin hisca ngu ngayun xi cumatsehen cjuatacun nuju hacuaha cumacjaain nuju tsëhë me, sa tu cjuatacun tsehen jan ne, cuaxëxin nuju tsëhë Nina xi quicun me."
Pero den consuelo unos a otros todos los días mientras permanezca el día de hoy  para que ninguno de ustedes se endurezca por el engaño del pecado,"Cahndë́ rë vëhë ne, nchunchujun ni ne, tuhun cjuetacun xingun xingu xingu ngayun jinguyëjë rë xi tjin sa hora quihndë, cojo sa xi tsajin ngu ngayun xi cuma taja cjuatacun nuju ngatsë rë cjuandacha xi sahmi cjuatsehen."
"Porque si guardamos la fe que teníamos al principio, aun hasta el fin, tenemos parte con Cristo;","Ta cojo ngayaan satë naja cjuandaja xi tjin rë Cristu, sa xi scaa jain naja cumangutacun hisca xi cuijnetaha nixtin naja, sacuatjin camangutacun ntsacu cavetsihin."
"Como se dice: Hoy, si permites que su voz llegue a tus oídos, no seas duro de corazón, como cuando lo hiciste enojar.","Tetuhunrcun nga sacuatjin chja xujun rë Nina xi chja cuitjin: Sa xi cuisiñuju cjua xi chjá quihndë ne, hacuiin nihñu taja tacún sacuatjin casahmi xuta hya xi cachjataha me Moisés. Cuatjin chja xujun rë Nina."
¿Quiénes lo provocaron después de haber oído su voz? ¿No fueron todos los que salieron de Egipto con Moisés?,¿Yo me xi cuatjin cachjataha rë Moisés hya xi cavatju cavisiñuju me cjua rë Nina ni? Yëjë ni xutachanga naja xi cavaxëxin Moisés tsëhë nangui Egipto.
